"","lon","lat","time","xco2","uncertanty","quality_flag","date","mes"
"1",-57.2305374145508,-3.18627548217773,1546363143.22801,407.837097167969,0.377652674913406,1,2019-01-01,1
"2",-57.2278099060059,-3.19686675071716,1546363143.25501,407.653564453125,0.373111844062805,1,2019-01-01,1
"3",-57.2251625061035,-3.20754432678223,1546363143.282,405.941436767578,0.40655505657196,1,2019-01-01,1
"4",-57.2292747497559,-3.18885397911072,1546363143.61501,407.834533691406,0.369424819946289,0,2019-01-01,1
"5",-57.2255859375,-3.20514798164368,1546363144.41601,405.523132324219,0.41564878821373,1,2019-01-01,1
"6",-57.2442665100098,-3.12199974060059,1546363144.58801,403.257263183594,0.387988060712814,1,2019-01-01,1
"7",-57.2297058105469,-3.18645691871643,1546363144.74902,407.225921630859,0.387394905090332,0,2019-01-01,1
"8",-57.2425193786621,-3.12753796577454,1546363145.36302,406.196350097656,0.337915658950806,0,2019-01-01,1
"9",-57.2443466186523,-3.11959099769592,1546363145.72299,400.904693603516,0.409704297780991,1,2019-01-01,1
"10",-57.6131477355957,-1.48997139930725,1546363173.56202,408.890472412109,0.669750809669495,1,2019-01-01,1
"11",-57.6174850463867,-1.47155749797821,1546363173.89499,409.159851074219,0.679818212985992,1,2019-01-01,1
"12",-57.6141548156738,-1.48197853565216,1546363173.92102,408.211242675781,0.664230227470398,1,2019-01-01,1
"13",-57.6110153198242,-1.49261772632599,1546363173.94802,408.344665527344,0.640677213668823,1,2019-01-01,1
"14",-57.6079025268555,-1.503249168396,1546363173.97502,408.206512451172,0.612863421440125,1,2019-01-01,1
"15",-57.6215553283691,-1.45286738872528,1546363174.228,408.856628417969,0.659125924110413,1,2019-01-01,1
"16",-57.6183090209961,-1.46338152885437,1546363174.255,408.644378662109,0.672752261161804,1,2019-01-01,1
"17",-57.6153335571289,-1.47420120239258,1546363174.282,408.844085693359,0.657061338424683,1,2019-01-01,1
"18",-57.6121673583984,-1.48478019237518,1546363174.30899,408.708282470703,0.617171049118042,1,2019-01-01,1
"19",-57.6091575622559,-1.49535369873047,1546363174.33599,407.708374023438,0.651542246341705,1,2019-01-01,1
"20",-57.6256790161133,-1.43423426151276,1546363174.56202,410.105102539062,0.675041437149048,1,2019-01-01,1
"21",-57.6225051879883,-1.44482982158661,1546363174.58801,410.190734863281,0.596647977828979,1,2019-01-01,1
"22",-57.6193923950195,-1.45550668239594,1546363174.61501,409.189666748047,0.61921614408493,1,2019-01-01,1
"23",-57.6163063049316,-1.46617138385773,1546363174.642,409.281280517578,0.632601857185364,1,2019-01-01,1
"24",-57.6134147644043,-1.47687387466431,1546363174.669,408.964324951172,0.617020010948181,1,2019-01-01,1
"25",-57.6105079650879,-1.48753952980042,1546363174.696,408.184265136719,0.665569067001343,1,2019-01-01,1
"26",-57.6076736450195,-1.49822783470154,1546363174.72299,408.540374755859,0.588874042034149,1,2019-01-01,1
"27",-57.6299209594727,-1.41567182540894,1546363174.89499,409.632171630859,0.607244968414307,1,2019-01-01,1
"28",-57.6266784667969,-1.42619669437408,1546363174.92102,410.221710205078,0.585897207260132,1,2019-01-01,1
