"","lon","lat","time","xco2","uncertanty","quality_flag","date","mes"
"1",-56.2011871337891,-4.98668479919434,1515173030.22802,406.978057861328,0.825872182846069,1,2018-01-05,1
"2",-56.1993293762207,-4.99626350402832,1515173030.25502,408.012512207031,0.8948615193367,1,2018-01-05,1
"3",-56.2019081115723,-4.98574542999268,1515173030.61503,405.992065429688,0.805152058601379,1,2018-01-05,1
"4",-56.2001953125,-4.99540042877197,1515173030.64202,407.482482910156,0.787152051925659,1,2018-01-05,1
"5",-56.2029228210449,-4.98480319976807,1515173031.00199,406.367309570312,0.824941337108612,1,2018-01-05,1
"6",-56.2013816833496,-4.99442338943481,1515173031.02902,406.908203125,0.871978402137756,1,2018-01-05,1
"7",-56.214298248291,-4.92619705200195,1515173031.22802,403.926147460938,0.81485116481781,1,2018-01-05,1
"8",-56.2042465209961,-4.98387718200684,1515173031.38899,406.125244140625,0.888538777828217,1,2018-01-05,1
"9",-56.2149620056152,-4.92519855499268,1515173031.61502,405.198364257812,0.772206902503967,1,2018-01-05,1
"10",-56.2175674438477,-4.91463899612427,1515173031.97499,406.069030761719,0.817918300628662,1,2018-01-05,1
"11",-56.2159271240234,-4.92421197891235,1515173032.00202,406.24560546875,0.754880309104919,1,2018-01-05,1
"12",-56.2171974182129,-4.92324209213257,1515173032.38903,405.937713623047,0.853117108345032,1,2018-01-05,1
"13",-56.6873054504395,-9.86328220367432,1515778120.749,404.507263183594,0.695168197154999,1,2018-01-12,1
"14",-56.8396682739258,-9.08968639373779,1515778132.22799,401.389801025391,0.603127002716064,1,2018-01-12,1
"15",-56.839427947998,-9.0994758605957,1515778132.25499,398.377746582031,0.708683133125305,1,2018-01-12,1
"16",-56.8436698913574,-9.0891752243042,1515778132.615,403.827239990234,0.781431972980499,1,2018-01-12,1
"17",-56.8523559570312,-9.0783109664917,1515778133.36301,401.75732421875,0.698175370693207,1,2018-01-12,1
"18",-56.8525009155273,-9.08810329437256,1515778133.389,402.843292236328,0.717711508274078,1,2018-01-12,1
"19",-56.8570251464844,-9.07777404785156,1515778133.74901,402.055572509766,0.634255230426788,1,2018-01-12,1
"20",-56.904899597168,-8.7875509262085,1515778137.22801,403.337127685547,0.498987913131714,1,2018-01-12,1
"21",-56.9093437194824,-8.76741981506348,1515778137.56202,405.659149169922,0.501375198364258,1,2018-01-12,1
"22",-56.9089851379395,-8.77720165252686,1515778137.58801,405.943023681641,0.495087474584579,0,2018-01-12,1
"23",-56.9087104797363,-8.78703022003174,1515778137.61501,403.686737060547,0.589066624641418,1,2018-01-12,1
"24",-56.9085159301758,-8.79687404632568,1515778137.64201,401.095703125,0.495362490415573,1,2018-01-12,1
"25",-56.9138374328613,-8.74728393554688,1515778137.89499,403.124725341797,0.690203607082367,1,2018-01-12,1
"26",-56.9134712219238,-8.75706481933594,1515778137.92102,403.375793457031,0.540423393249512,1,2018-01-12,1
"27",-56.9131889343262,-8.7668924331665,1515778137.94802,405.714080810547,0.50078958272934,0,2018-01-12,1
"28",-56.9129905700684,-8.77673625946045,1515778137.97502,405.994140625,0.489558160305023,0,2018-01-12,1
"29",-56.9128761291504,-8.78649234771729,1515778138.00201,405.239105224609,0.556055307388306,0,2018-01-12,1
"30",-56.9128456115723,-8.79627895355225,1515778138.02901,405.07470703125,0.698566555976868,1,2018-01-12,1
"31",-56.9183311462402,-8.72714710235596,1515778138.228,404.583526611328,0.560290098190308,1,2018-01-12,1
