"","lon","lat","time","xco2","uncertanty","quality_flag","date","mes"
"1",-59.0475654602051,1.27308130264282,1609781478.282,418.956207275391,0.561509311199188,1,2021-01-04,1
"2",-57.5168075561523,-0.846150040626526,1609953531.228,413.903869628906,0.572222113609314,1,2021-01-06,1
"3",-57.9768943786621,1.1848977804184,1609953567.56202,414.659271240234,0.626869142055511,1,2021-01-06,1
"4",-57.9735069274902,1.18261873722076,1609953567.94801,413.589538574219,0.639368891716003,1,2021-01-06,1
"5",-57.9709281921387,1.18835091590881,1609953568.69599,415.500396728516,0.624878108501434,1,2021-01-06,1
"6",-57.9714241027832,1.19653415679932,1609953569.05599,415.225463867188,0.625105559825897,1,2021-01-06,1
"7",-58.2873191833496,-9.48960399627686,1610386470.36299,410.192962646484,0.781001091003418,1,2021-01-11,1
"8",-58.3303146362305,-9.24888324737549,1610386473.588,416.215301513672,0.56476765871048,1,2021-01-11,1
"9",-58.3343353271484,-9.24849510192871,1610386473.975,415.111602783203,0.717069566249847,1,2021-01-11,1
"10",-58.6396408081055,-7.83864068984985,1610386497.30902,411.736785888672,0.658785879611969,1,2021-01-11,1
"11",-58.6461219787598,-7.78914022445679,1610386497.562,412.280975341797,0.748907804489136,1,2021-01-11,1
"12",-58.6453475952148,-7.79888153076172,1610386497.58799,410.957916259766,0.676500976085663,1,2021-01-11,1
"13",-58.6484489440918,-7.79832458496094,1610386497.97499,411.859130859375,0.667623043060303,1,2021-01-11,1
"14",-58.6479225158691,-7.80804872512817,1610386498.00199,413.195953369141,0.698171257972717,1,2021-01-11,1
"15",-58.6820297241211,-7.65646314620972,1610386500.696,412.615905761719,0.714170753955841,1,2021-01-11,1
"16",-58.7929344177246,-7.11419486999512,1610386508.92102,414.702819824219,0.762727856636047,1,2021-01-11,1
"17",-58.806957244873,-7.04413986206055,1610386509.89503,414.632263183594,0.775549530982971,1,2021-01-11,1
"18",-58.895938873291,-6.66878366470337,1610386517.41601,412.951568603516,0.744753122329712,1,2021-01-11,1
"19",-58.9112663269043,-6.56038999557495,1610386517.89502,407.259857177734,0.721906840801239,1,2021-01-11,1
"20",-58.9100646972656,-6.57007598876953,1610386517.92101,409.365509033203,0.571609497070312,0,2021-01-11,1
"21",-59.1066207885742,-5.65454721450806,1610386532.89502,415.227203369141,0.726185202598572,1,2021-01-11,1
"22",-59.1081237792969,-5.65375423431396,1610386533.28203,415.359252929688,0.732475221157074,1,2021-01-11,1
"23",-58.3347969055176,-3.74013638496399,1610558647.97502,410.986663818359,0.52306467294693,1,2021-01-13,1
"24",-58.3409233093262,-3.7156126499176,1610558649.056,411.747344970703,0.654985964298248,0,2021-01-13,1
"25",-58.372257232666,-3.56865787506104,1610558650.588,413.981994628906,0.618922829627991,0,2021-01-13,1
"26",-58.3699836730957,-3.57926273345947,1610558650.615,414.157012939453,0.660132765769958,0,2021-01-13,1
"27",-58.374153137207,-3.56040525436401,1610558650.94801,415.764068603516,0.571565210819244,1,2021-01-13,1
"28",-58.3719291687012,-3.57102537155151,1610558650.975,413.852905273438,0.544250845909119,0,2021-01-13,1
"29",-58.3698654174805,-3.58163499832153,1610558651.002,413.772491455078,0.652830719947815,0,2021-01-13,1
"30",-58.3761520385742,-3.55222368240356,1610558651.30902,415.450164794922,0.734707117080688,1,2021-01-13,1
"31",-58.3764724731445,-3.55730843544006,1610558652.08302,415.852142333984,0.67025238275528,1,2021-01-13,1
"32",-58.4555435180664,-3.19896912574768,1610558657.642,413.441131591797,0.614215135574341,1,2021-01-13,1
"33",-59.1441917419434,-0.147301733493805,1610558711.562,418.01171875,0.748499393463135,1,2021-01-13,1
"34",-59.1484336853027,-0.128548860549927,1610558711.89501,417.475189208984,0.683988213539124,1,2021-01-13,1
"35",-59.1417083740234,-0.149440348148346,1610558711.948,417.598297119141,0.725431323051453,1,2021-01-13,1
"36",-59.138427734375,-0.159950062632561,1610558711.97499,417.583740234375,0.68583619594574,1,2021-01-13,1
"37",-59.1459655761719,-0.130718797445297,1610558712.28201,418.257293701172,0.707207500934601,1,2021-01-13,1
"38",-59.1426544189453,-0.141201734542847,1610558712.30901,419.279907226562,0.713418543338776,1,2021-01-13,1
"39",-59.1395034790039,-0.151684075593948,1610558712.33601,418.880462646484,0.761908173561096,1,2021-01-13,1
"40",-59.136417388916,-0.162221565842628,1610558712.363,418.607513427734,0.742792069911957,1,2021-01-13,1
