"","lon","lat","time","xco2","uncertanty","quality_flag","date","mes"
"1",-56.1298675537109,-4.88134813308716,1642353846.56199,414.999420166016,0.603287398815155,1,2022-01-16,1
"2",-56.1327705383301,-4.87086296081543,1642353846.92099,415.610809326172,0.607989072799683,1,2022-01-16,1
"3",-56.13134765625,-4.88055849075317,1642353846.94799,415.541290283203,0.594731748104095,1,2022-01-16,1
"4",-56.1344146728516,-4.87013149261475,1642353847.309,416.709533691406,0.637364685535431,1,2022-01-16,1
"5",-56.1331596374512,-4.87977075576782,1642353847.336,415.512145996094,0.673778533935547,1,2022-01-16,1
"6",-56.143123626709,-4.82093811035156,1642353847.56203,406.473510742188,0.876238524913788,1,2022-01-16,1
"7",-56.1375617980957,-4.85962390899658,1642353847.66901,416.125762939453,0.661054670810699,1,2022-01-16,1
"8",-56.1363792419434,-4.86930084228516,1642353847.696,415.98681640625,0.750104069709778,1,2022-01-16,1
"9",-56.1352767944336,-4.87898826599121,1642353847.723,415.671264648438,0.720480680465698,1,2022-01-16,1
"10",-56.1475105285645,-4.8007664680481,1642353847.895,415.643249511719,0.682532548904419,1,2022-01-16,1
"11",-56.1459846496582,-4.81039476394653,1642353847.92099,414.846313476562,0.632664024829865,1,2022-01-16,1
"12",-56.14453125,-4.82007837295532,1642353847.94802,410.549438476562,0.669764399528503,1,2022-01-16,1
"13",-56.1385269165039,-4.8684549331665,1642353848.08301,416.053955078125,0.702866613864899,1,2022-01-16,1
"14",-56.1502723693848,-4.79014444351196,1642353848.255,416.110565185547,0.480524927377701,1,2022-01-16,1
"15",-56.148811340332,-4.79982662200928,1642353848.282,416.011077880859,0.610256314277649,1,2022-01-16,1
"16",-56.1474342346191,-4.80953216552734,1642353848.309,415.782928466797,0.561425268650055,1,2022-01-16,1
"17",-56.1461486816406,-4.81915950775146,1642353848.33599,413.559387207031,0.673709809780121,1,2022-01-16,1
"18",-56.1530914306641,-4.77957487106323,1642353848.61501,414.794250488281,0.701837539672852,1,2022-01-16,1
"19",-56.1517066955566,-4.78927898406982,1642353848.642,416.055633544922,0.467519581317902,1,2022-01-16,1
"20",-56.1504135131836,-4.79890537261963,1642353848.669,414.749206542969,0.682814717292786,1,2022-01-16,1
"21",-56.1535186767578,-4.78834009170532,1642353849.02901,415.403259277344,0.49420902132988,1,2022-01-16,1
"22",-56.1523895263672,-4.79801845550537,1642353849.056,415.692901611328,0.549205660820007,1,2022-01-16,1
"23",-56.1513366699219,-4.80771446228027,1642353849.083,415.628326416016,0.70362263917923,1,2022-01-16,1
