"","lon","lat","time","xco2","uncertanty","quality_flag","date","mes"
"1",-56.1745223999023,2.16927742958069,1484155153.56201,407.990509033203,0.593374133110046,1,2017-01-11,1
"2",-56.1750946044922,2.1803834438324,1484155153.92101,407.832092285156,0.636754870414734,1,2017-01-11,1
"3",-56.171501159668,2.17127227783203,1484155153.94801,408.8076171875,0.608079135417938,1,2017-01-11,1
"4",-56.1679763793945,2.16212368011475,1484155153.97501,406.851684570312,0.614231467247009,1,2017-01-11,1
"5",-56.1721801757812,2.18228149414062,1484155154.30902,407.087158203125,0.609966456890106,1,2017-01-11,1
"6",-56.1654090881348,2.16405034065247,1484155154.36301,407.649230957031,0.60655289888382,1,2017-01-11,1
"7",-56.125804901123,0.29636162519455,1484932385.61502,405.7333984375,0.577691376209259,1,2017-01-20,1
"8",-56.8061714172363,-9.3827657699585,1485365314.00202,404.981262207031,0.817996025085449,1,2017-01-25,1
"9",-56.8074073791504,-9.3925313949585,1485365314.02902,404.645660400391,0.744458258152008,1,2017-01-25,1
"10",-56.8130874633789,-9.38219165802002,1485365314.38902,404.458831787109,0.736846804618835,1,2017-01-25,1
"11",-57.1404075622559,-7.80258226394653,1485365339.588,405.373138427734,0.695042848587036,1,2017-01-25,1
"12",-57.1455039978027,-7.80213022232056,1485365339.97501,406.547637939453,0.629001498222351,1,2017-01-25,1
"13",-59.1453819274902,1.55949151515961,1485365495.00201,406.194946289062,0.636447489261627,1,2017-01-25,1
"14",-59.2602424621582,2.08036088943481,1485365502.89502,407.552734375,0.613539099693298,1,2017-01-25,1
"15",-56.4692840576172,-4.87348747253418,1485537466.562,405.502593994141,0.748936176300049,1,2017-01-27,1
"16",-56.4683113098145,-4.88399028778076,1485537466.58799,405.996734619141,0.567893862724304,1,2017-01-27,1
"17",-56.4675025939941,-4.89461851119995,1485537466.61503,405.44384765625,0.71405440568924,1,2017-01-27,1
"18",-56.4725189208984,-4.86522817611694,1485537466.921,405.450103759766,0.655803859233856,1,2017-01-27,1
