"","lon","lat","time","xco2","uncertanty","quality_flag","date","mes"
"1",-58.8034591674805,-9.15417671203613,1420392558.28201,399.421417236328,0.632918059825897,1,2015-01-04,1
"2",-58.8025856018066,-9.1756591796875,1420392558.336,398.927703857422,0.667792081832886,1,2015-01-04,1
"3",-58.807071685791,-9.14622116088867,1420392558.64201,397.892822265625,0.710556268692017,1,2015-01-04,1
"4",-58.8066482543945,-9.15690422058105,1420392558.66901,398.331481933594,0.606382250785828,1,2015-01-04,1
"5",-58.8063278198242,-9.16764163970947,1420392558.69601,399.224243164062,0.64780181646347,1,2015-01-04,1
"6",-58.8061180114746,-9.17840957641602,1420392558.723,397.205169677734,0.668649673461914,1,2015-01-04,1
"7",-58.8104362487793,-9.14892578125,1420392559.02902,400.090881347656,0.657166421413422,1,2015-01-04,1
"8",-58.8101692199707,-9.15965747833252,1420392559.05601,399.624176025391,0.627038717269897,1,2015-01-04,1
"9",-58.8100242614746,-9.17043876647949,1420392559.08301,399.892364501953,0.698229968547821,1,2015-01-04,1
"10",-58.8141632080078,-9.15176677703857,1420392559.41602,398.960510253906,0.720244109630585,1,2015-01-04,1
"11",-59.114616394043,-7.743332862854,1420392583.255,395.146606445312,0.859394192695618,1,2015-01-04,1
"12",-59.1177291870117,-7.73535585403442,1420392583.615,397.498687744141,0.788310468196869,1,2015-01-04,1
"13",-59.1166648864746,-7.74609518051147,1420392583.642,395.843902587891,0.740685939788818,1,2015-01-04,1
"14",-59.1208076477051,-7.72732973098755,1420392583.97501,396.858947753906,0.837660729885101,1,2015-01-04,1
"15",-59.1199264526367,-7.73806810379028,1420392584.002,397.493286132812,0.723812580108643,1,2015-01-04,1
"16",-59.1190528869629,-7.74879217147827,1420392584.029,394.997680664062,0.777622699737549,1,2015-01-04,1
"17",-59.1177101135254,-7.77041912078857,1420392584.08299,396.549987792969,0.844823956489563,1,2015-01-04,1
"18",-59.1225090026855,-7.7408299446106,1420392584.38901,396.804321289062,0.870362043380737,1,2015-01-04,1
"19",-59.1218376159668,-7.75162220001221,1420392584.416,395.218231201172,0.847660720348358,1,2015-01-04,1
"20",-59.1260795593262,-7.7328953742981,1420392584.74901,394.673400878906,0.795923888683319,1,2015-01-04,1
"21",-59.1361656188965,-7.67398929595947,1420392585.36301,396.903656005859,0.885361552238464,1,2015-01-04,1
"22",-59.1432266235352,-7.62297105789185,1420392585.61499,396.591033935547,0.749914228916168,1,2015-01-04,1
"23",-59.1578369140625,-7.54503726959229,1420392586.562,396.506378173828,0.694142043590546,1,2015-01-04,1
"24",-59.1554794311523,-7.56649923324585,1420392586.61503,395.631103515625,0.831829726696014,1,2015-01-04,1
"25",-59.1621360778809,-7.52643442153931,1420392586.89501,397.414215087891,0.674064040184021,1,2015-01-04,1
"26",-59.1607856750488,-7.53703689575195,1420392586.921,397.111968994141,0.675705015659332,1,2015-01-04,1
"27",-59.1595802307129,-7.54775810241699,1420392586.948,397.787200927734,0.619001388549805,1,2015-01-04,1
"28",-59.1584625244141,-7.55850982666016,1420392586.97499,394.252624511719,0.762583255767822,1,2015-01-04,1
"29",-59.1575546264648,-7.56927633285522,1420392587.00199,397.266265869141,0.628824770450592,1,2015-01-04,1
"30",-59.1559371948242,-7.59088611602783,1420392587.05602,396.882568359375,0.728523433208466,1,2015-01-04,1
"31",-59.1663551330566,-7.50777435302734,1420392587.22802,395.323028564453,0.855141639709473,1,2015-01-04,1
"32",-59.1650428771973,-7.5184121131897,1420392587.25501,397.28173828125,0.593104362487793,1,2015-01-04,1
"33",-59.1638221740723,-7.52912855148315,1420392587.28201,397.856048583984,0.62638533115387,1,2015-01-04,1
"34",-59.162654876709,-7.53985023498535,1420392587.30901,398.479370117188,0.62685889005661,0,2015-01-04,1
